Rank 1000: HP: 1585, STR: 8061, VIT: 1469, SPD: 72, LUK: 1, Attack: 140908, Defense: 86697, Current HP: 1585, A Avg: 1173763, D Avg: 121375, [Blue Sword[180, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 465: HP: 2662, STR: 4962, VIT: 304, SPD: 68, LUK: 1, Attack: 142306, Defense: 87092, Current HP: 2662, A Avg: 1185408, D Avg: 121928, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 464: HP: 1883, STR: 4966, VIT: 779, SPD: 72, LUK: 1, Attack: 142312, Defense: 84720, Current HP: 1883, A Avg: 1185458, D Avg: 118607, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 463: HP: 2109, STR: 4972, VIT: 273, SPD: 68, LUK: 1, Attack: 142321, Defense: 87061, Current HP: 2109, A Avg: 1185533, D Avg: 121885, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 462: HP: 2109, STR: 4972, VIT: 304, SPD: 68, LUK: 1, Attack: 142321, Defense: 87092, Current HP: 2109, A Avg: 1185533, D Avg: 121928, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 461: HP: 3364, STR: 4972, VIT: 215, SPD: 68, LUK: 1, Attack: 142321, Defense: 87003, Current HP: 3364, A Avg: 1185533, D Avg: 121804, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 460: HP: 798, STR: 7226, VIT: 273, SPD: 68, LUK: 1, Attack: 142331, Defense: 84298, Current HP: 798, A Avg: 1185617, D Avg: 118017, [Neural Edge[190, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 459: HP: 2128, STR: 4983, VIT: 205, SPD: 68, LUK: 2, Attack: 142338, Defense: 86993, Current HP: 2128, A Avg: 1185675, D Avg: 121790, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 458: HP: 4883, STR: 9080, VIT: 968, SPD: 63, LUK: 1, Attack: 142339, Defense: 88796, Current HP: 4883, A Avg: 1185683, D Avg: 124314, [Spear of Regression[182, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 457: HP: 1729, STR: 7232, VIT: 698, SPD: 63, LUK: 1, Attack: 142340, Defense: 84886, Current HP: 1729, A Avg: 1185692, D Avg: 118840, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 456: HP: 2536, STR: 4986, VIT: 1076, SPD: 63, LUK: 1, Attack: 142342, Defense: 84965, Current HP: 2536, A Avg: 1185708, D Avg: 118950, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 455: HP: 1947, STR: 4987, VIT: 940, SPD: 63, LUK: 1, Attack: 142344, Defense: 86168, Current HP: 1947, A Avg: 1185725, D Avg: 120635, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 454: HP: 7076, STR: 7015, VIT: 2152, SPD: 76, LUK: 1, Attack: 142346, Defense: 88940, Current HP: 7076, A Avg: 1185742, D Avg: 124515, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 453: HP: 1730, STR: 4995, VIT: 1162, SPD: 68, LUK: 1, Attack: 142356, Defense: 87963, Current HP: 1730, A Avg: 1185825, D Avg: 123148, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 452: HP: 1263, STR: 7244, VIT: 374, SPD: 63, LUK: 1, Attack: 142358, Defense: 84614, Current HP: 1263, A Avg: 1185842, D Avg: 118459, [Neural Edge[190, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 451: HP: 1197, STR: 4997, VIT: 205, SPD: 108, LUK: 1, Attack: 142359, Defense: 84341, Current HP: 1197, A Avg: 1185850, D Avg: 118077, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 450: HP: 817, STR: 7254, VIT: 273, SPD: 63, LUK: 1, Attack: 142373, Defense: 84279, Current HP: 817, A Avg: 1185967, D Avg: 117990, [Neural Edge[190, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 449: HP: 798, STR: 7254, VIT: 4147, SPD: 63, LUK: 1, Attack: 142373, Defense: 89817, Current HP: 798, A Avg: 1185967, D Avg: 125743, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 448: HP: 5814, STR: 9105, VIT: 653, SPD: 68, LUK: 1, Attack: 142377, Defense: 87441, Current HP: 5814, A Avg: 1186000, D Avg: 122417, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 447: HP: 1040, STR: 9385, VIT: 1063, SPD: 68, LUK: 1, Attack: 142387, Defense: 88891, Current HP: 1040, A Avg: 1186083, D Avg: 124447, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 446: HP: 3583, STR: 5025, VIT: 195, SPD: 68, LUK: 1, Attack: 142401, Defense: 86983, Current HP: 3583, A Avg: 1186200, D Avg: 121776, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 445: HP: 2574, STR: 5025, VIT: 184, SPD: 68, LUK: 2, Attack: 142401, Defense: 86972, Current HP: 2574, A Avg: 1186200, D Avg: 121760, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 444: HP: 3853, STR: 7112, VIT: 3162, SPD: 72, LUK: 1, Attack: 142410, Defense: 88390, Current HP: 3853, A Avg: 1186275, D Avg: 123745, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 443: HP: 2517, STR: 2759, VIT: 1539, SPD: 76, LUK: 1, Attack: 142418, Defense: 88457, Current HP: 2517, A Avg: 1186341, D Avg: 123839, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 442: HP: 2388, STR: 5054, VIT: 1091, SPD: 63, LUK: 1, Attack: 142444, Defense: 85097, Current HP: 2388, A Avg: 1186558, D Avg: 119135, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 441: HP: 1216, STR: 5059, VIT: 753, SPD: 63, LUK: 1, Attack: 142452, Defense: 85344, Current HP: 1216, A Avg: 1186625, D Avg: 119481, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 440: HP: 1311, STR: 5059, VIT: 935, SPD: 63, LUK: 1, Attack: 142452, Defense: 85526, Current HP: 1311, A Avg: 1186625, D Avg: 119736, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 439: HP: 1311, STR: 5059, VIT: 773, SPD: 63, LUK: 1, Attack: 142452, Defense: 85364, Current HP: 1311, A Avg: 1186625, D Avg: 119509, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 438: HP: 1586, STR: 5059, VIT: 834, SPD: 63, LUK: 1, Attack: 142452, Defense: 87752, Current HP: 1586, A Avg: 1186625, D Avg: 122852, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 437: HP: 1681, STR: 5059, VIT: 1016, SPD: 63, LUK: 1, Attack: 142452, Defense: 87934, Current HP: 1681, A Avg: 1186625, D Avg: 123107, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 436: HP: 1681, STR: 5059, VIT: 854, SPD: 63, LUK: 1, Attack: 142452, Defense: 87772, Current HP: 1681, A Avg: 1186625, D Avg: 122880, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 435: HP: 6677, STR: 9157, VIT: 960, SPD: 76, LUK: 1, Attack: 142455, Defense: 87748, Current HP: 6677, A Avg: 1186650, D Avg: 122847, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 434: HP: 2552, STR: 5065, VIT: 424, SPD: 68, LUK: 1, Attack: 142461, Defense: 87212, Current HP: 2552, A Avg: 1186700, D Avg: 122096, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 433: HP: 1776, STR: 2791, VIT: 450, SPD: 63, LUK: 2, Attack: 142466, Defense: 85678, Current HP: 1776, A Avg: 1186741, D Avg: 119949, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 432: HP: 1840, STR: 5075, VIT: 2009, SPD: 68, LUK: 1, Attack: 142476, Defense: 89577, Current HP: 1840, A Avg: 1186825, D Avg: 125407, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 431: HP: 1553, STR: 5078, VIT: 657, SPD: 76, LUK: 1, Attack: 142480, Defense: 84682, Current HP: 1553, A Avg: 1186858, D Avg: 118554, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 430: HP: 2299, STR: 2805, VIT: 150, SPD: 68, LUK: 1, Attack: 142487, Defense: 86938, Current HP: 2299, A Avg: 1186916, D Avg: 121713, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 429: HP: 1574, STR: 5083, VIT: 657, SPD: 72, LUK: 1, Attack: 142488, Defense: 84663, Current HP: 1574, A Avg: 1186925, D Avg: 118528, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 428: HP: 1553, STR: 5083, VIT: 4904, SPD: 72, LUK: 1, Attack: 142488, Defense: 90574, Current HP: 1553, A Avg: 1186925, D Avg: 126803, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 427: HP: 2260, STR: 5093, VIT: 815, SPD: 63, LUK: 1, Attack: 142503, Defense: 86927, Current HP: 2260, A Avg: 1187049, D Avg: 121697, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 426: HP: 2360, STR: 5093, VIT: 998, SPD: 63, LUK: 1, Attack: 142503, Defense: 87110, Current HP: 2360, A Avg: 1187049, D Avg: 121953, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 425: HP: 2360, STR: 5093, VIT: 836, SPD: 63, LUK: 1, Attack: 142503, Defense: 86948, Current HP: 2360, A Avg: 1187049, D Avg: 121727, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 424: HP: 2068, STR: 5095, VIT: 781, SPD: 72, LUK: 1, Attack: 142506, Defense: 85021, Current HP: 2068, A Avg: 1187074, D Avg: 119029, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 423: HP: 2109, STR: 2827, VIT: 910, SPD: 80, LUK: 1, Attack: 142520, Defense: 85046, Current HP: 2109, A Avg: 1187191, D Avg: 119064, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 422: HP: 2109, STR: 7356, VIT: 2539, SPD: 76, LUK: 1, Attack: 142526, Defense: 90107, Current HP: 2109, A Avg: 1187241, D Avg: 126149, [Neural Edge[190, 0, 0, 0], Storm Wall[242, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 421: HP: 1586, STR: 5117, VIT: 533, SPD: 63, LUK: 2, Attack: 142539, Defense: 85761, Current HP: 1586, A Avg: 1187349, D Avg: 120065, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 420: HP: 1316, STR: 7366, VIT: 595, SPD: 63, LUK: 1, Attack: 142541, Defense: 86213, Current HP: 1316, A Avg: 1187366, D Avg: 120698, [Neural Edge[190, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 419: HP: 1094, STR: 7370, VIT: 830, SPD: 63, LUK: 1, Attack: 142547, Defense: 85668, Current HP: 1094, A Avg: 1187416, D Avg: 119935, [Neural Edge[190, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 418: HP: 1558, STR: 5124, VIT: 965, SPD: 63, LUK: 1, Attack: 142549, Defense: 85959, Current HP: 1558, A Avg: 1187433, D Avg: 120342, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 417: HP: 1653, STR: 5124, VIT: 1157, SPD: 63, LUK: 1, Attack: 142549, Defense: 86151, Current HP: 1653, A Avg: 1187433, D Avg: 120611, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 416: HP: 1653, STR: 5124, VIT: 987, SPD: 63, LUK: 1, Attack: 142549, Defense: 85981, Current HP: 1653, A Avg: 1187433, D Avg: 120373, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 415: HP: 893, STR: 10123, VIT: 305, SPD: 63, LUK: 1, Attack: 142578, Defense: 88133, Current HP: 893, A Avg: 1187674, D Avg: 123386, [Jack Knife[185, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 414: HP: 798, STR: 10476, VIT: 101, SPD: 63, LUK: 1, Attack: 142581, Defense: 87929, Current HP: 798, A Avg: 1187699, D Avg: 123100, [Magical[187, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 413: HP: 1263, STR: 7407, VIT: 458, SPD: 63, LUK: 1, Attack: 142602, Defense: 85322, Current HP: 1263, A Avg: 1187874, D Avg: 119450, [Neural Edge[190, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 412: HP: 1187, STR: 7407, VIT: 527, SPD: 68, LUK: 1, Attack: 142602, Defense: 84949, Current HP: 1187, A Avg: 1187874, D Avg: 118928, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 411: HP: 1225, STR: 7417, VIT: 471, SPD: 103, LUK: 1, Attack: 142617, Defense: 85699, Current HP: 1225, A Avg: 1187999, D Avg: 119978, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 410: HP: 807, STR: 7422, VIT: 150, SPD: 63, LUK: 1, Attack: 142625, Defense: 87978, Current HP: 807, A Avg: 1188066, D Avg: 123169, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 409: HP: 1218, STR: 7422, VIT: 112, SPD: 63, LUK: 1, Attack: 142625, Defense: 87940, Current HP: 1218, A Avg: 1188066, D Avg: 123115, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 408: HP: 836, STR: 7422, VIT: 112, SPD: 116, LUK: 1, Attack: 142625, Defense: 87940, Current HP: 836, A Avg: 1188066, D Avg: 123115, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 407: HP: 1144, STR: 7422, VIT: 181, SPD: 63, LUK: 1, Attack: 142625, Defense: 88009, Current HP: 1144, A Avg: 1188066, D Avg: 123212, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 406: HP: 6393, STR: 7212, VIT: 2878, SPD: 76, LUK: 1, Attack: 142641, Defense: 88106, Current HP: 6393, A Avg: 1188199, D Avg: 123348, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 405: HP: 798, STR: 7433, VIT: 150, SPD: 63, LUK: 1, Attack: 142641, Defense: 87978, Current HP: 798, A Avg: 1188199, D Avg: 123169, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 404: HP: 798, STR: 7433, VIT: 181, SPD: 63, LUK: 1, Attack: 142641, Defense: 88009, Current HP: 798, A Avg: 1188199, D Avg: 123212, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 403: HP: 1363, STR: 7433, VIT: 132, SPD: 63, LUK: 1, Attack: 142641, Defense: 87960, Current HP: 1363, A Avg: 1188199, D Avg: 123143, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 402: HP: 1776, STR: 2908, VIT: 471, SPD: 63, LUK: 1, Attack: 142642, Defense: 85699, Current HP: 1776, A Avg: 1188207, D Avg: 119978, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 401: HP: 1871, STR: 2908, VIT: 653, SPD: 63, LUK: 1, Attack: 142642, Defense: 85881, Current HP: 1871, A Avg: 1188207, D Avg: 120233, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 400: HP: 1871, STR: 2908, VIT: 491, SPD: 63, LUK: 1, Attack: 142642, Defense: 85719, Current HP: 1871, A Avg: 1188207, D Avg: 120006, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 399: HP: 2109, STR: 5189, VIT: 184, SPD: 68, LUK: 2, Attack: 142647, Defense: 86972, Current HP: 2109, A Avg: 1188249, D Avg: 121760, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 398: HP: 984, STR: 7440, VIT: 273, SPD: 63, LUK: 1, Attack: 142652, Defense: 84773, Current HP: 984, A Avg: 1188291, D Avg: 118682, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 397: HP: 6032, STR: 9289, VIT: 1790, SPD: 76, LUK: 1, Attack: 142653, Defense: 87018, Current HP: 6032, A Avg: 1188299, D Avg: 121825, [Spear of Regression[182, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 396: HP: 1605, STR: 5193, VIT: 377, SPD: 63, LUK: 1, Attack: 142653, Defense: 84266, Current HP: 1605, A Avg: 1188299, D Avg: 117972, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 395: HP: 1700, STR: 5193, VIT: 560, SPD: 63, LUK: 1, Attack: 142653, Defense: 84449, Current HP: 1700, A Avg: 1188299, D Avg: 118228, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 394: HP: 1700, STR: 5193, VIT: 398, SPD: 63, LUK: 1, Attack: 142653, Defense: 84287, Current HP: 1700, A Avg: 1188299, D Avg: 118001, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 393: HP: 798, STR: 9459, VIT: 1740, SPD: 63, LUK: 1, Attack: 142654, Defense: 89568, Current HP: 798, A Avg: 1188307, D Avg: 125395, [Portal Sword[176, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 392: HP: 817, STR: 7444, VIT: 122, SPD: 63, LUK: 2, Attack: 142658, Defense: 87950, Current HP: 817, A Avg: 1188341, D Avg: 123129, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 391: HP: 2151, STR: 5204, VIT: 1010, SPD: 72, LUK: 1, Attack: 142669, Defense: 86628, Current HP: 2151, A Avg: 1188432, D Avg: 121279, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 390: HP: 1881, STR: 5207, VIT: 1280, SPD: 72, LUK: 1, Attack: 142674, Defense: 86118, Current HP: 1881, A Avg: 1188474, D Avg: 120565, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 389: HP: 1729, STR: 9246, VIT: 749, SPD: 68, LUK: 1, Attack: 142686, Defense: 87537, Current HP: 1729, A Avg: 1188574, D Avg: 122551, [Blue Sword[180, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 388: HP: 1260, STR: 5230, VIT: 398, SPD: 68, LUK: 1, Attack: 142708, Defense: 84261, Current HP: 1260, A Avg: 1188757, D Avg: 117965, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 387: HP: 5244, STR: 7263, VIT: 2549, SPD: 63, LUK: 1, Attack: 142718, Defense: 90377, Current HP: 5244, A Avg: 1188840, D Avg: 126527, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 386: HP: 2068, STR: 5240, VIT: 874, SPD: 72, LUK: 1, Attack: 142723, Defense: 85738, Current HP: 2068, A Avg: 1188882, D Avg: 120033, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 385: HP: 1984, STR: 5240, VIT: 935, SPD: 76, LUK: 1, Attack: 142723, Defense: 85357, Current HP: 1984, A Avg: 1188882, D Avg: 119499, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 384: HP: 1375, STR: 7488, VIT: 112, SPD: 63, LUK: 1, Attack: 142724, Defense: 87940, Current HP: 1375, A Avg: 1188890, D Avg: 123115, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 383: HP: 1056, STR: 7488, VIT: 101, SPD: 63, LUK: 2, Attack: 142724, Defense: 87929, Current HP: 1056, A Avg: 1188890, D Avg: 123100, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 382: HP: 840, STR: 7494, VIT: 215, SPD: 72, LUK: 1, Attack: 142733, Defense: 84351, Current HP: 840, A Avg: 1188965, D Avg: 118091, [Neural Edge[190, 0, 0, 0], Magnum[237, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 381: HP: 1759, STR: 5249, VIT: 657, SPD: 72, LUK: 1, Attack: 142737, Defense: 85157, Current HP: 1759, A Avg: 1188999, D Avg: 119219, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 380: HP: 1558, STR: 7507, VIT: 1002, SPD: 76, LUK: 1, Attack: 142752, Defense: 84865, Current HP: 1558, A Avg: 1189124, D Avg: 118810, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 379: HP: 1457, STR: 5270, VIT: 388, SPD: 63, LUK: 1, Attack: 142768, Defense: 84394, Current HP: 1457, A Avg: 1189257, D Avg: 118151, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 378: HP: 1552, STR: 5270, VIT: 570, SPD: 63, LUK: 1, Attack: 142768, Defense: 84576, Current HP: 1552, A Avg: 1189257, D Avg: 118406, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 377: HP: 1552, STR: 5270, VIT: 408, SPD: 63, LUK: 1, Attack: 142768, Defense: 84414, Current HP: 1552, A Avg: 1189257, D Avg: 118179, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 376: HP: 1263, STR: 7518, VIT: 915, SPD: 63, LUK: 1, Attack: 142769, Defense: 87716, Current HP: 1263, A Avg: 1189265, D Avg: 122802, [Neural Edge[190, 0, 0, 0], Riot[236, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 375: HP: 1034, STR: 7530, VIT: 301, SPD: 63, LUK: 1, Attack: 142787, Defense: 88129, Current HP: 1034, A Avg: 1189415, D Avg: 123380, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 374: HP: 1577, STR: 7542, VIT: 1458, SPD: 76, LUK: 1, Attack: 142805, Defense: 86049, Current HP: 1577, A Avg: 1189565, D Avg: 120468, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 373: HP: 1947, STR: 7542, VIT: 1539, SPD: 76, LUK: 1, Attack: 142805, Defense: 88457, Current HP: 1947, A Avg: 1189565, D Avg: 123839, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 372: HP: 1748, STR: 7543, VIT: 122, SPD: 108, LUK: 1, Attack: 142806, Defense: 86910, Current HP: 1748, A Avg: 1189573, D Avg: 121673, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 371: HP: 4430, STR: 7382, VIT: 2780, SPD: 76, LUK: 1, Attack: 142815, Defense: 89568, Current HP: 4430, A Avg: 1189648, D Avg: 125395, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
