Rank 1000: HP: 1680, STR: 365, VIT: 441, SPD: 51, LUK: 1, Attack: 138827, Defense: 86553, Current HP: 1680, A Avg: 1156428, D Avg: 121174, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 473: HP: 893, STR: 3292, VIT: 352, SPD: 34, LUK: 1, Attack: 139801, Defense: 84377, Current HP: 893, A Avg: 1164542, D Avg: 118127, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 472: HP: 893, STR: 3292, VIT: 273, SPD: 34, LUK: 1, Attack: 139801, Defense: 84298, Current HP: 893, A Avg: 1164542, D Avg: 118017, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 471: HP: 1919, STR: 1020, VIT: 1460, SPD: 38, LUK: 1, Attack: 139810, Defense: 89028, Current HP: 1919, A Avg: 1164617, D Avg: 124639, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 470: HP: 988, STR: 1020, VIT: 119, SPD: 34, LUK: 1, Attack: 139810, Defense: 84463, Current HP: 988, A Avg: 1164617, D Avg: 118248, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 469: HP: 1653, STR: 1020, VIT: 91, SPD: 34, LUK: 1, Attack: 139810, Defense: 84435, Current HP: 1653, A Avg: 1164617, D Avg: 118208, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 468: HP: 1020, STR: 5548, VIT: 171, SPD: 36, LUK: 1, Attack: 139814, Defense: 86959, Current HP: 1020, A Avg: 1164650, D Avg: 121742, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 467: HP: 1073, STR: 3307, VIT: 308, SPD: 31, LUK: 1, Attack: 139824, Defense: 84548, Current HP: 1073, A Avg: 1164733, D Avg: 118367, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 466: HP: 1168, STR: 3307, VIT: 413, SPD: 31, LUK: 1, Attack: 139824, Defense: 84653, Current HP: 1168, A Avg: 1164733, D Avg: 118514, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 465: HP: 1168, STR: 3307, VIT: 330, SPD: 31, LUK: 1, Attack: 139824, Defense: 84570, Current HP: 1168, A Avg: 1164733, D Avg: 118397, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 464: HP: 1216, STR: 1031, VIT: 359, SPD: 31, LUK: 1, Attack: 139826, Defense: 85587, Current HP: 1216, A Avg: 1164750, D Avg: 119821, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 463: HP: 1841, STR: 1031, VIT: 253, SPD: 31, LUK: 1, Attack: 139826, Defense: 85481, Current HP: 1841, A Avg: 1164750, D Avg: 119673, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 462: HP: 1244, STR: 1031, VIT: 253, SPD: 58, LUK: 1, Attack: 139826, Defense: 85481, Current HP: 1244, A Avg: 1164750, D Avg: 119673, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 461: HP: 1225, STR: 1031, VIT: 263, SPD: 51, LUK: 1, Attack: 139826, Defense: 85491, Current HP: 1225, A Avg: 1164750, D Avg: 119687, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 460: HP: 1617, STR: 1031, VIT: 390, SPD: 31, LUK: 1, Attack: 139826, Defense: 85618, Current HP: 1617, A Avg: 1164750, D Avg: 119865, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 459: HP: 1263, STR: 1031, VIT: 284, SPD: 51, LUK: 1, Attack: 139826, Defense: 85512, Current HP: 1263, A Avg: 1164750, D Avg: 119716, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 458: HP: 1387, STR: 1032, VIT: 753, SPD: 38, LUK: 1, Attack: 139828, Defense: 85344, Current HP: 1387, A Avg: 1164767, D Avg: 119481, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 457: HP: 1459, STR: 3318, VIT: 768, SPD: 31, LUK: 1, Attack: 139840, Defense: 85268, Current HP: 1459, A Avg: 1164867, D Avg: 119375, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 456: HP: 1206, STR: 1042, VIT: 390, SPD: 31, LUK: 1, Attack: 139843, Defense: 85618, Current HP: 1206, A Avg: 1164892, D Avg: 119865, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 455: HP: 1986, STR: 1042, VIT: 273, SPD: 31, LUK: 1, Attack: 139843, Defense: 85501, Current HP: 1986, A Avg: 1164892, D Avg: 119701, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 454: HP: 1091, STR: 3321, VIT: 422, SPD: 36, LUK: 1, Attack: 139845, Defense: 84610, Current HP: 1091, A Avg: 1164908, D Avg: 118453, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 453: HP: 817, STR: 3321, VIT: 253, SPD: 31, LUK: 1, Attack: 139845, Defense: 84259, Current HP: 817, A Avg: 1164908, D Avg: 117962, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 452: HP: 912, STR: 3321, VIT: 352, SPD: 31, LUK: 1, Attack: 139845, Defense: 84358, Current HP: 912, A Avg: 1164908, D Avg: 118101, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 451: HP: 912, STR: 3321, VIT: 273, SPD: 31, LUK: 1, Attack: 139845, Defense: 84279, Current HP: 912, A Avg: 1164908, D Avg: 117990, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 450: HP: 798, STR: 3321, VIT: 2135, SPD: 31, LUK: 1, Attack: 139845, Defense: 87805, Current HP: 798, A Avg: 1164908, D Avg: 122926, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 449: HP: 893, STR: 3321, VIT: 2234, SPD: 31, LUK: 1, Attack: 139845, Defense: 87904, Current HP: 893, A Avg: 1164908, D Avg: 123065, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 448: HP: 893, STR: 3321, VIT: 2155, SPD: 31, LUK: 1, Attack: 139845, Defense: 87825, Current HP: 893, A Avg: 1164908, D Avg: 122954, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 447: HP: 1539, STR: 1049, VIT: 513, SPD: 34, LUK: 1, Attack: 139853, Defense: 84649, Current HP: 1539, A Avg: 1164975, D Avg: 118508, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 446: HP: 2071, STR: 5408, VIT: 1649, SPD: 38, LUK: 1, Attack: 139854, Defense: 89477, Current HP: 2071, A Avg: 1164983, D Avg: 125267, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 445: HP: 969, STR: 5577, VIT: 513, SPD: 31, LUK: 1, Attack: 139857, Defense: 88341, Current HP: 969, A Avg: 1165008, D Avg: 123677, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 444: HP: 855, STR: 3335, VIT: 184, SPD: 51, LUK: 1, Attack: 139866, Defense: 84372, Current HP: 855, A Avg: 1165083, D Avg: 118120, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 443: HP: 1539, STR: 1062, VIT: 513, SPD: 31, LUK: 1, Attack: 139873, Defense: 84701, Current HP: 1539, A Avg: 1165142, D Avg: 118581, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 442: HP: 1076, STR: 3347, VIT: 408, SPD: 31, LUK: 1, Attack: 139884, Defense: 86026, Current HP: 1076, A Avg: 1165233, D Avg: 120436, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 441: HP: 1176, STR: 3347, VIT: 508, SPD: 31, LUK: 1, Attack: 139884, Defense: 86126, Current HP: 1176, A Avg: 1165233, D Avg: 120576, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 440: HP: 1176, STR: 3347, VIT: 429, SPD: 31, LUK: 1, Attack: 139884, Defense: 86047, Current HP: 1176, A Avg: 1165233, D Avg: 120465, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 439: HP: 1254, STR: 1070, VIT: 178, SPD: 34, LUK: 1, Attack: 139885, Defense: 84522, Current HP: 1254, A Avg: 1165242, D Avg: 118330, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 438: HP: 1695, STR: 1073, VIT: 70, SPD: 34, LUK: 1, Attack: 139889, Defense: 84414, Current HP: 1695, A Avg: 1165275, D Avg: 118179, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 437: HP: 1276, STR: 1073, VIT: 60, SPD: 34, LUK: 2, Attack: 139889, Defense: 84404, Current HP: 1276, A Avg: 1165275, D Avg: 118165, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 436: HP: 942, STR: 3351, VIT: 591, SPD: 31, LUK: 1, Attack: 139890, Defense: 85429, Current HP: 942, A Avg: 1165283, D Avg: 119600, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 435: HP: 1037, STR: 3351, VIT: 696, SPD: 31, LUK: 1, Attack: 139890, Defense: 85534, Current HP: 1037, A Avg: 1165283, D Avg: 119747, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 434: HP: 1037, STR: 3351, VIT: 613, SPD: 31, LUK: 1, Attack: 139890, Defense: 85451, Current HP: 1037, A Avg: 1165283, D Avg: 119631, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 433: HP: 2740, STR: 7451, VIT: 554, SPD: 34, LUK: 1, Attack: 139896, Defense: 88382, Current HP: 2740, A Avg: 1165333, D Avg: 123734, [Spear of Regression[182, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 432: HP: 1016, STR: 3357, VIT: 325, SPD: 31, LUK: 2, Attack: 139899, Defense: 85553, Current HP: 1016, A Avg: 1165358, D Avg: 119774, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 431: HP: 1507, STR: 1095, VIT: 448, SPD: 31, LUK: 1, Attack: 139922, Defense: 85676, Current HP: 1507, A Avg: 1165550, D Avg: 119946, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 430: HP: 2063, STR: 1097, VIT: 253, SPD: 31, LUK: 1, Attack: 139925, Defense: 85481, Current HP: 2063, A Avg: 1165575, D Avg: 119673, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 429: HP: 1529, STR: 1097, VIT: 242, SPD: 31, LUK: 2, Attack: 139925, Defense: 85470, Current HP: 1529, A Avg: 1165575, D Avg: 119657, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 428: HP: 1586, STR: 1100, VIT: 543, SPD: 38, LUK: 1, Attack: 139930, Defense: 84432, Current HP: 1586, A Avg: 1165616, D Avg: 118204, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 427: HP: 1073, STR: 3382, VIT: 350, SPD: 31, LUK: 1, Attack: 139936, Defense: 85214, Current HP: 1073, A Avg: 1165666, D Avg: 119299, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 426: HP: 1168, STR: 3382, VIT: 454, SPD: 31, LUK: 1, Attack: 139936, Defense: 85318, Current HP: 1168, A Avg: 1165666, D Avg: 119445, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 425: HP: 1168, STR: 3382, VIT: 371, SPD: 31, LUK: 1, Attack: 139936, Defense: 85235, Current HP: 1168, A Avg: 1165666, D Avg: 119328, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 424: HP: 997, STR: 3382, VIT: 381, SPD: 34, LUK: 1, Attack: 139936, Defense: 84803, Current HP: 997, A Avg: 1165666, D Avg: 118724, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 423: HP: 1092, STR: 3382, VIT: 481, SPD: 34, LUK: 1, Attack: 139936, Defense: 84903, Current HP: 1092, A Avg: 1165666, D Avg: 118864, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 422: HP: 1092, STR: 3382, VIT: 402, SPD: 34, LUK: 1, Attack: 139936, Defense: 84824, Current HP: 1092, A Avg: 1165666, D Avg: 118753, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 421: HP: 1514, STR: 1113, VIT: 554, SPD: 38, LUK: 1, Attack: 139949, Defense: 84560, Current HP: 1514, A Avg: 1165775, D Avg: 118383, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 420: HP: 646, STR: 5653, VIT: 178, SPD: 34, LUK: 1, Attack: 139971, Defense: 84314, Current HP: 646, A Avg: 1165958, D Avg: 118039, [Neural Edge[190, 0, 0, 0], Magnum[237, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 419: HP: 2040, STR: 1128, VIT: 815, SPD: 38, LUK: 1, Attack: 139972, Defense: 86927, Current HP: 2040, A Avg: 1165966, D Avg: 121697, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 418: HP: 1073, STR: 3413, VIT: 632, SPD: 31, LUK: 1, Attack: 139983, Defense: 87433, Current HP: 1073, A Avg: 1166058, D Avg: 122406, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 417: HP: 1168, STR: 3413, VIT: 737, SPD: 31, LUK: 1, Attack: 139983, Defense: 87538, Current HP: 1168, A Avg: 1166058, D Avg: 122553, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 416: HP: 1168, STR: 3413, VIT: 654, SPD: 31, LUK: 1, Attack: 139983, Defense: 87455, Current HP: 1168, A Avg: 1166058, D Avg: 122436, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 415: HP: 908, STR: 3414, VIT: 253, SPD: 31, LUK: 1, Attack: 139984, Defense: 84753, Current HP: 908, A Avg: 1166066, D Avg: 118654, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 414: HP: 1003, STR: 3414, VIT: 352, SPD: 31, LUK: 1, Attack: 139984, Defense: 84852, Current HP: 1003, A Avg: 1166066, D Avg: 118792, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 413: HP: 1003, STR: 3414, VIT: 273, SPD: 31, LUK: 1, Attack: 139984, Defense: 84773, Current HP: 1003, A Avg: 1166066, D Avg: 118682, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 412: HP: 1387, STR: 3429, VIT: 1079, SPD: 31, LUK: 1, Attack: 140007, Defense: 85670, Current HP: 1387, A Avg: 1166258, D Avg: 119937, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 411: HP: 1567, STR: 3429, VIT: 1137, SPD: 31, LUK: 1, Attack: 140007, Defense: 88055, Current HP: 1567, A Avg: 1166258, D Avg: 123276, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 410: HP: 2584, STR: 5460, VIT: 848, SPD: 31, LUK: 2, Attack: 140013, Defense: 88676, Current HP: 2584, A Avg: 1166308, D Avg: 124146, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 409: HP: 988, STR: 1156, VIT: 60, SPD: 31, LUK: 2, Attack: 140014, Defense: 84248, Current HP: 988, A Avg: 1166316, D Avg: 117947, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 408: HP: 1729, STR: 1159, VIT: 1009, SPD: 38, LUK: 1, Attack: 140018, Defense: 86003, Current HP: 1729, A Avg: 1166349, D Avg: 120404, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 407: HP: 988, STR: 1161, VIT: 60, SPD: 34, LUK: 2, Attack: 140021, Defense: 84196, Current HP: 988, A Avg: 1166374, D Avg: 117874, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 406: HP: 3249, STR: 7540, VIT: 545, SPD: 34, LUK: 1, Attack: 140029, Defense: 87333, Current HP: 3249, A Avg: 1166441, D Avg: 122266, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 405: HP: 988, STR: 1168, VIT: 80, SPD: 31, LUK: 1, Attack: 140032, Defense: 84268, Current HP: 988, A Avg: 1166466, D Avg: 117975, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 404: HP: 1083, STR: 1168, VIT: 180, SPD: 31, LUK: 1, Attack: 140032, Defense: 84368, Current HP: 1083, A Avg: 1166466, D Avg: 118115, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 403: HP: 1083, STR: 1168, VIT: 101, SPD: 31, LUK: 1, Attack: 140032, Defense: 84289, Current HP: 1083, A Avg: 1166466, D Avg: 118004, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 402: HP: 882, STR: 3449, VIT: 258, SPD: 34, LUK: 1, Attack: 140037, Defense: 83981, Current HP: 882, A Avg: 1166508, D Avg: 117573, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 401: HP: 882, STR: 3449, VIT: 258, SPD: 34, LUK: 1, Attack: 140037, Defense: 83991, Current HP: 882, A Avg: 1166508, D Avg: 117587, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 400: HP: 840, STR: 3449, VIT: 282, SPD: 34, LUK: 1, Attack: 140037, Defense: 84151, Current HP: 840, A Avg: 1166508, D Avg: 117811, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 399: HP: 840, STR: 3449, VIT: 288, SPD: 34, LUK: 1, Attack: 140037, Defense: 84092, Current HP: 840, A Avg: 1166508, D Avg: 117728, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 398: HP: 840, STR: 3449, VIT: 313, SPD: 34, LUK: 1, Attack: 140037, Defense: 84176, Current HP: 840, A Avg: 1166508, D Avg: 117846, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 397: HP: 840, STR: 3449, VIT: 336, SPD: 34, LUK: 1, Attack: 140037, Defense: 84225, Current HP: 840, A Avg: 1166508, D Avg: 117914, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 396: HP: 882, STR: 3449, VIT: 352, SPD: 34, LUK: 1, Attack: 140037, Defense: 84228, Current HP: 882, A Avg: 1166508, D Avg: 117919, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 395: HP: 1050, STR: 3449, VIT: 400, SPD: 34, LUK: 1, Attack: 140037, Defense: 84237, Current HP: 1050, A Avg: 1166508, D Avg: 117931, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 394: HP: 945, STR: 3449, VIT: 311, SPD: 34, LUK: 1, Attack: 140037, Defense: 84083, Current HP: 945, A Avg: 1166508, D Avg: 117716, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 393: HP: 987, STR: 3449, VIT: 352, SPD: 34, LUK: 1, Attack: 140037, Defense: 84371, Current HP: 987, A Avg: 1166508, D Avg: 118119, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 392: HP: 920, STR: 3449, VIT: 325, SPD: 34, LUK: 1, Attack: 140037, Defense: 84253, Current HP: 920, A Avg: 1166508, D Avg: 117954, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 391: HP: 1266, STR: 3449, VIT: 487, SPD: 34, LUK: 1, Attack: 140037, Defense: 85049, Current HP: 1266, A Avg: 1166508, D Avg: 119068, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 390: HP: 1184, STR: 3449, VIT: 313, SPD: 34, LUK: 1, Attack: 140037, Defense: 84241, Current HP: 1184, A Avg: 1166508, D Avg: 117937, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 389: HP: 882, STR: 3449, VIT: 874, SPD: 34, LUK: 1, Attack: 140037, Defense: 87662, Current HP: 882, A Avg: 1166508, D Avg: 122726, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 388: HP: 2410, STR: 3449, VIT: 270, SPD: 34, LUK: 1, Attack: 140037, Defense: 86187, Current HP: 2410, A Avg: 1166508, D Avg: 120661, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 387: HP: 1453, STR: 3449, VIT: 550, SPD: 34, LUK: 1, Attack: 140037, Defense: 85284, Current HP: 1453, A Avg: 1166508, D Avg: 119397, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 386: HP: 1228, STR: 3449, VIT: 487, SPD: 34, LUK: 1, Attack: 140037, Defense: 85962, Current HP: 1228, A Avg: 1166508, D Avg: 120346, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 385: HP: 1040, STR: 3449, VIT: 702, SPD: 34, LUK: 1, Attack: 140037, Defense: 85670, Current HP: 1040, A Avg: 1166508, D Avg: 119937, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 384: HP: 960, STR: 3449, VIT: 824, SPD: 34, LUK: 1, Attack: 140037, Defense: 87664, Current HP: 960, A Avg: 1166508, D Avg: 122729, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 383: HP: 1480, STR: 3449, VIT: 630, SPD: 34, LUK: 1, Attack: 140037, Defense: 88055, Current HP: 1480, A Avg: 1166508, D Avg: 123276, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 382: HP: 840, STR: 3449, VIT: 258, SPD: 34, LUK: 1, Attack: 140037, Defense: 87047, Current HP: 840, A Avg: 1166508, D Avg: 121865, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 381: HP: 840, STR: 3449, VIT: 1085, SPD: 34, LUK: 1, Attack: 140037, Defense: 90863, Current HP: 840, A Avg: 1166508, D Avg: 127208, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 380: HP: 1340, STR: 3449, VIT: 1578, SPD: 34, LUK: 1, Attack: 140037, Defense: 88366, Current HP: 1340, A Avg: 1166508, D Avg: 123712, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
