Rank 1000: HP: 2088, STR: 1304, VIT: 122, SPD: 59, LUK: 1, Attack: 140236, Defense: 84466, Current HP: 2088, A Avg: 1168165, D Avg: 118252, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 462: HP: 2463, STR: 4527, VIT: 491, SPD: 55, LUK: 1, Attack: 141654, Defense: 85719, Current HP: 2463, A Avg: 1179977, D Avg: 120006, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 461: HP: 1804, STR: 4527, VIT: 481, SPD: 55, LUK: 2, Attack: 141654, Defense: 85709, Current HP: 1804, A Avg: 1179977, D Avg: 119992, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 460: HP: 1140, STR: 4535, VIT: 215, SPD: 90, LUK: 1, Attack: 141666, Defense: 84403, Current HP: 1140, A Avg: 1180077, D Avg: 118164, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 459: HP: 1558, STR: 6787, VIT: 112, SPD: 94, LUK: 1, Attack: 141672, Defense: 86900, Current HP: 1558, A Avg: 1180127, D Avg: 121659, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 458: HP: 1633, STR: 4544, VIT: 743, SPD: 59, LUK: 1, Attack: 141679, Defense: 86361, Current HP: 1633, A Avg: 1180186, D Avg: 120905, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 457: HP: 1412, STR: 4547, VIT: 982, SPD: 59, LUK: 1, Attack: 141684, Defense: 85820, Current HP: 1412, A Avg: 1180227, D Avg: 120147, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 456: HP: 2299, STR: 4552, VIT: 1816, SPD: 55, LUK: 1, Attack: 141691, Defense: 86810, Current HP: 2299, A Avg: 1180286, D Avg: 121533, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 455: HP: 4940, STR: 6581, VIT: 1809, SPD: 55, LUK: 2, Attack: 141695, Defense: 87037, Current HP: 4940, A Avg: 1180319, D Avg: 121851, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 454: HP: 703, STR: 6802, VIT: 91, SPD: 55, LUK: 2, Attack: 141695, Defense: 87919, Current HP: 703, A Avg: 1180319, D Avg: 123086, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 453: HP: 1782, STR: 4558, VIT: 848, SPD: 55, LUK: 1, Attack: 141700, Defense: 86076, Current HP: 1782, A Avg: 1180360, D Avg: 120506, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 452: HP: 703, STR: 6807, VIT: 112, SPD: 59, LUK: 1, Attack: 141702, Defense: 84456, Current HP: 703, A Avg: 1180377, D Avg: 118238, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 451: HP: 798, STR: 6807, VIT: 273, SPD: 59, LUK: 1, Attack: 141702, Defense: 84617, Current HP: 798, A Avg: 1180377, D Avg: 118463, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 450: HP: 798, STR: 6807, VIT: 132, SPD: 59, LUK: 1, Attack: 141702, Defense: 84476, Current HP: 798, A Avg: 1180377, D Avg: 118266, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 449: HP: 1658, STR: 2284, VIT: 332, SPD: 63, LUK: 1, Attack: 141706, Defense: 84520, Current HP: 1658, A Avg: 1180410, D Avg: 118327, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 448: HP: 1539, STR: 8940, VIT: 1502, SPD: 66, LUK: 1, Attack: 141720, Defense: 89330, Current HP: 1539, A Avg: 1180527, D Avg: 125061, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 447: HP: 1580, STR: 4579, VIT: 627, SPD: 59, LUK: 1, Attack: 141732, Defense: 85491, Current HP: 1580, A Avg: 1180627, D Avg: 119687, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 446: HP: 1500, STR: 4579, VIT: 682, SPD: 63, LUK: 1, Attack: 141732, Defense: 85104, Current HP: 1500, A Avg: 1180627, D Avg: 119145, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 445: HP: 2540, STR: 2309, VIT: 340, SPD: 66, LUK: 1, Attack: 141743, Defense: 87128, Current HP: 2540, A Avg: 1180719, D Avg: 121979, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 444: HP: 1518, STR: 4587, VIT: 423, SPD: 63, LUK: 1, Attack: 141744, Defense: 84146, Current HP: 1518, A Avg: 1180727, D Avg: 117804, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 443: HP: 1518, STR: 4587, VIT: 423, SPD: 63, LUK: 1, Attack: 141744, Defense: 84156, Current HP: 1518, A Avg: 1180727, D Avg: 117818, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 442: HP: 1448, STR: 4587, VIT: 453, SPD: 63, LUK: 1, Attack: 141744, Defense: 84322, Current HP: 1448, A Avg: 1180727, D Avg: 118050, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 441: HP: 1448, STR: 4587, VIT: 460, SPD: 63, LUK: 1, Attack: 141744, Defense: 84264, Current HP: 1448, A Avg: 1180727, D Avg: 117969, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 440: HP: 1448, STR: 4587, VIT: 522, SPD: 63, LUK: 1, Attack: 141744, Defense: 84385, Current HP: 1448, A Avg: 1180727, D Avg: 118138, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 439: HP: 1448, STR: 4587, VIT: 546, SPD: 63, LUK: 1, Attack: 141744, Defense: 84435, Current HP: 1448, A Avg: 1180727, D Avg: 118208, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 438: HP: 1518, STR: 4587, VIT: 589, SPD: 63, LUK: 1, Attack: 141744, Defense: 84465, Current HP: 1518, A Avg: 1180727, D Avg: 118250, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 437: HP: 1826, STR: 4587, VIT: 684, SPD: 63, LUK: 1, Attack: 141744, Defense: 84521, Current HP: 1826, A Avg: 1180727, D Avg: 118329, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 436: HP: 1584, STR: 4587, VIT: 511, SPD: 63, LUK: 1, Attack: 141744, Defense: 84283, Current HP: 1584, A Avg: 1180727, D Avg: 117996, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 435: HP: 1628, STR: 4587, VIT: 589, SPD: 63, LUK: 1, Attack: 141744, Defense: 84608, Current HP: 1628, A Avg: 1180727, D Avg: 118451, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 434: HP: 1532, STR: 4587, VIT: 534, SPD: 63, LUK: 1, Attack: 141744, Defense: 84462, Current HP: 1532, A Avg: 1180727, D Avg: 118246, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 433: HP: 2151, STR: 4587, VIT: 832, SPD: 63, LUK: 1, Attack: 141744, Defense: 85394, Current HP: 2151, A Avg: 1180727, D Avg: 119551, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 432: HP: 2062, STR: 4587, VIT: 522, SPD: 63, LUK: 1, Attack: 141744, Defense: 84450, Current HP: 2062, A Avg: 1180727, D Avg: 118229, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 431: HP: 1518, STR: 4587, VIT: 1305, SPD: 63, LUK: 1, Attack: 141744, Defense: 88093, Current HP: 1518, A Avg: 1180727, D Avg: 123330, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 430: HP: 3569, STR: 4587, VIT: 441, SPD: 63, LUK: 1, Attack: 141744, Defense: 86358, Current HP: 3569, A Avg: 1180727, D Avg: 120901, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 429: HP: 2380, STR: 4587, VIT: 932, SPD: 63, LUK: 1, Attack: 141744, Defense: 85666, Current HP: 2380, A Avg: 1180727, D Avg: 119932, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 428: HP: 2046, STR: 4587, VIT: 832, SPD: 63, LUK: 1, Attack: 141744, Defense: 86307, Current HP: 2046, A Avg: 1180727, D Avg: 120829, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 427: HP: 1658, STR: 4587, VIT: 1249, SPD: 63, LUK: 1, Attack: 141744, Defense: 86217, Current HP: 1658, A Avg: 1180727, D Avg: 120703, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 426: HP: 1574, STR: 4587, VIT: 1355, SPD: 63, LUK: 1, Attack: 141744, Defense: 88195, Current HP: 1574, A Avg: 1180727, D Avg: 123472, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 425: HP: 2640, STR: 4587, VIT: 1119, SPD: 63, LUK: 1, Attack: 141744, Defense: 88544, Current HP: 2640, A Avg: 1180727, D Avg: 123961, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 424: HP: 1448, STR: 4587, VIT: 423, SPD: 63, LUK: 1, Attack: 141744, Defense: 87212, Current HP: 1448, A Avg: 1180727, D Avg: 122096, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 423: HP: 1448, STR: 4587, VIT: 1970, SPD: 63, LUK: 1, Attack: 141744, Defense: 91748, Current HP: 1448, A Avg: 1180727, D Avg: 128447, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 422: HP: 1973, STR: 4587, VIT: 2698, SPD: 63, LUK: 1, Attack: 141744, Defense: 89486, Current HP: 1973, A Avg: 1180727, D Avg: 125280, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 421: HP: 1763, STR: 4587, VIT: 1064, SPD: 66, LUK: 1, Attack: 141744, Defense: 86942, Current HP: 1763, A Avg: 1180727, D Avg: 121718, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 420: HP: 2557, STR: 4587, VIT: 1045, SPD: 63, LUK: 1, Attack: 141744, Defense: 87261, Current HP: 2557, A Avg: 1180727, D Avg: 122165, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 419: HP: 1958, STR: 4587, VIT: 1187, SPD: 63, LUK: 1, Attack: 141744, Defense: 88222, Current HP: 1958, A Avg: 1180727, D Avg: 123510, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 418: HP: 1518, STR: 4587, VIT: 1351, SPD: 63, LUK: 1, Attack: 141744, Defense: 88399, Current HP: 1518, A Avg: 1180727, D Avg: 123758, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 417: HP: 2128, STR: 2313, VIT: 112, SPD: 59, LUK: 2, Attack: 141749, Defense: 86900, Current HP: 2128, A Avg: 1180769, D Avg: 121659, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 416: HP: 4010, STR: 6672, VIT: 2461, SPD: 66, LUK: 1, Attack: 141750, Defense: 89249, Current HP: 4010, A Avg: 1180777, D Avg: 124948, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 415: HP: 1316, STR: 4593, VIT: 450, SPD: 59, LUK: 1, Attack: 141753, Defense: 84950, Current HP: 1316, A Avg: 1180802, D Avg: 118929, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 414: HP: 3572, STR: 6688, VIT: 3046, SPD: 66, LUK: 1, Attack: 141774, Defense: 88274, Current HP: 3572, A Avg: 1180977, D Avg: 123583, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 413: HP: 1273, STR: 6855, VIT: 1564, SPD: 55, LUK: 1, Attack: 141774, Defense: 89132, Current HP: 1273, A Avg: 1180977, D Avg: 124784, [Neural Edge[190, 0, 0, 0], Storm Wall[242, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 412: HP: 1102, STR: 4608, VIT: 275, SPD: 55, LUK: 1, Attack: 141775, Defense: 84138, Current HP: 1102, A Avg: 1180985, D Avg: 117793, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 411: HP: 1197, STR: 4608, VIT: 437, SPD: 55, LUK: 1, Attack: 141775, Defense: 84300, Current HP: 1197, A Avg: 1180985, D Avg: 118019, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 410: HP: 1197, STR: 4608, VIT: 296, SPD: 55, LUK: 1, Attack: 141775, Defense: 84159, Current HP: 1197, A Avg: 1180985, D Avg: 117822, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 409: HP: 1729, STR: 6860, VIT: 948, SPD: 66, LUK: 1, Attack: 141782, Defense: 84837, Current HP: 1729, A Avg: 1181044, D Avg: 118771, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 408: HP: 1928, STR: 4615, VIT: 258, SPD: 59, LUK: 1, Attack: 141786, Defense: 87046, Current HP: 1928, A Avg: 1181077, D Avg: 121864, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 407: HP: 2929, STR: 4615, VIT: 184, SPD: 59, LUK: 1, Attack: 141786, Defense: 86972, Current HP: 2929, A Avg: 1181077, D Avg: 121760, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 406: HP: 1957, STR: 4615, VIT: 184, SPD: 105, LUK: 1, Attack: 141786, Defense: 86972, Current HP: 1957, A Avg: 1181077, D Avg: 121760, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 405: HP: 2442, STR: 4615, VIT: 289, SPD: 59, LUK: 1, Attack: 141786, Defense: 87077, Current HP: 2442, A Avg: 1181077, D Avg: 121907, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 404: HP: 6061, STR: 6646, VIT: 2207, SPD: 70, LUK: 1, Attack: 141792, Defense: 88995, Current HP: 6061, A Avg: 1181127, D Avg: 124592, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 403: HP: 1747, STR: 4620, VIT: 695, SPD: 63, LUK: 1, Attack: 141793, Defense: 84636, Current HP: 1747, A Avg: 1181135, D Avg: 118490, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 402: HP: 1919, STR: 4626, VIT: 258, SPD: 59, LUK: 1, Attack: 141802, Defense: 87046, Current HP: 1919, A Avg: 1181210, D Avg: 121864, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 401: HP: 1919, STR: 4626, VIT: 289, SPD: 59, LUK: 1, Attack: 141802, Defense: 87077, Current HP: 1919, A Avg: 1181210, D Avg: 121907, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 400: HP: 3074, STR: 4626, VIT: 205, SPD: 59, LUK: 1, Attack: 141802, Defense: 86993, Current HP: 3074, A Avg: 1181210, D Avg: 121790, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 399: HP: 703, STR: 6880, VIT: 112, SPD: 55, LUK: 1, Attack: 141812, Defense: 84300, Current HP: 703, A Avg: 1181293, D Avg: 118019, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 398: HP: 798, STR: 6880, VIT: 273, SPD: 55, LUK: 1, Attack: 141812, Defense: 84461, Current HP: 798, A Avg: 1181293, D Avg: 118245, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 397: HP: 798, STR: 6880, VIT: 132, SPD: 55, LUK: 1, Attack: 141812, Defense: 84320, Current HP: 798, A Avg: 1181293, D Avg: 118047, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 396: HP: 2945, STR: 2356, VIT: 651, SPD: 59, LUK: 1, Attack: 141814, Defense: 87439, Current HP: 2945, A Avg: 1181310, D Avg: 122414, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 395: HP: 2299, STR: 4636, VIT: 999, SPD: 55, LUK: 1, Attack: 141817, Defense: 84888, Current HP: 2299, A Avg: 1181335, D Avg: 118843, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 394: HP: 1938, STR: 4636, VIT: 195, SPD: 59, LUK: 2, Attack: 141817, Defense: 86983, Current HP: 1938, A Avg: 1181335, D Avg: 121776, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 393: HP: 2584, STR: 6720, VIT: 2054, SPD: 90, LUK: 1, Attack: 141822, Defense: 89882, Current HP: 2584, A Avg: 1181377, D Avg: 125834, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 392: HP: 1658, STR: 2369, VIT: 332, SPD: 66, LUK: 1, Attack: 141833, Defense: 84676, Current HP: 1658, A Avg: 1181468, D Avg: 118546, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 391: HP: 1580, STR: 4659, VIT: 1060, SPD: 59, LUK: 1, Attack: 141852, Defense: 87861, Current HP: 1580, A Avg: 1181627, D Avg: 123005, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 390: HP: 1102, STR: 4660, VIT: 195, SPD: 94, LUK: 1, Attack: 141853, Defense: 84331, Current HP: 1102, A Avg: 1181635, D Avg: 118063, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 389: HP: 1599, STR: 6921, VIT: 958, SPD: 66, LUK: 1, Attack: 141873, Defense: 84964, Current HP: 1599, A Avg: 1181802, D Avg: 118949, [Neural Edge[190, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 388: HP: 1444, STR: 4677, VIT: 481, SPD: 55, LUK: 2, Attack: 141879, Defense: 85709, Current HP: 1444, A Avg: 1181852, D Avg: 119992, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 387: HP: 3263, STR: 4678, VIT: 184, SPD: 59, LUK: 1, Attack: 141880, Defense: 86972, Current HP: 3263, A Avg: 1181860, D Avg: 121760, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 386: HP: 2354, STR: 4678, VIT: 174, SPD: 59, LUK: 2, Attack: 141880, Defense: 86962, Current HP: 2354, A Avg: 1181860, D Avg: 121746, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 385: HP: 1121, STR: 4687, VIT: 680, SPD: 55, LUK: 1, Attack: 141894, Defense: 85271, Current HP: 1121, A Avg: 1181977, D Avg: 119379, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 384: HP: 1216, STR: 4687, VIT: 842, SPD: 55, LUK: 1, Attack: 141894, Defense: 85433, Current HP: 1216, A Avg: 1181977, D Avg: 119606, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 383: HP: 1216, STR: 4687, VIT: 701, SPD: 55, LUK: 1, Attack: 141894, Defense: 85292, Current HP: 1216, A Avg: 1181977, D Avg: 119408, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 382: HP: 1444, STR: 4687, VIT: 751, SPD: 55, LUK: 1, Attack: 141894, Defense: 87669, Current HP: 1444, A Avg: 1181977, D Avg: 122736, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 381: HP: 1539, STR: 4687, VIT: 913, SPD: 55, LUK: 1, Attack: 141894, Defense: 87831, Current HP: 1539, A Avg: 1181977, D Avg: 122963, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 380: HP: 1539, STR: 4687, VIT: 771, SPD: 55, LUK: 1, Attack: 141894, Defense: 87689, Current HP: 1539, A Avg: 1181977, D Avg: 122764, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 379: HP: 2280, STR: 2410, VIT: 1352, SPD: 66, LUK: 1, Attack: 141895, Defense: 88270, Current HP: 2280, A Avg: 1181985, D Avg: 123577, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 378: HP: 2169, STR: 4690, VIT: 1014, SPD: 55, LUK: 1, Attack: 141898, Defense: 85020, Current HP: 2169, A Avg: 1182010, D Avg: 119027, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 377: HP: 1349, STR: 10028, VIT: 796, SPD: 66, LUK: 1, Attack: 141909, Defense: 88624, Current HP: 1349, A Avg: 1182101, D Avg: 124073, [Magical[187, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 376: HP: 5795, STR: 8797, VIT: 1286, SPD: 70, LUK: 1, Attack: 141915, Defense: 88074, Current HP: 5795, A Avg: 1182151, D Avg: 123303, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 375: HP: 2332, STR: 4708, VIT: 393, SPD: 59, LUK: 1, Attack: 141925, Defense: 87181, Current HP: 2332, A Avg: 1182235, D Avg: 122053, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 374: HP: 1448, STR: 4715, VIT: 589, SPD: 66, LUK: 1, Attack: 141936, Defense: 84614, Current HP: 1448, A Avg: 1182326, D Avg: 118459, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 373: HP: 1469, STR: 4726, VIT: 589, SPD: 63, LUK: 1, Attack: 141952, Defense: 84595, Current HP: 1469, A Avg: 1182460, D Avg: 118432, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 372: HP: 1448, STR: 4726, VIT: 4290, SPD: 63, LUK: 1, Attack: 141952, Defense: 89960, Current HP: 1448, A Avg: 1182460, D Avg: 125943, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 371: HP: 722, STR: 6976, VIT: 172, SPD: 55, LUK: 1, Attack: 141956, Defense: 84035, Current HP: 722, A Avg: 1182493, D Avg: 117648, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 370: HP: 1910, STR: 4732, VIT: 698, SPD: 63, LUK: 1, Attack: 141961, Defense: 84938, Current HP: 1910, A Avg: 1182535, D Avg: 118913, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 369: HP: 2060, STR: 4736, VIT: 742, SPD: 55, LUK: 1, Attack: 141967, Defense: 86854, Current HP: 2060, A Avg: 1182585, D Avg: 121595, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
