Rank 1000: HP: 440, STR: 602605, VIT: 257, SPD: 7, LUK: 1, Attack: 1031909, Defense: 83980, Current HP: 440, A Avg: 8595801, D Avg: 117571, [Impulse[166, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 483: HP: 703, STR: 615532, VIT: 576, SPD: 7, LUK: 1, Attack: 1049521, Defense: 88144, Current HP: 703, A Avg: 8742509, D Avg: 123401, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 482: HP: 703, STR: 615532, VIT: 576, SPD: 7, LUK: 1, Attack: 1049521, Defense: 88144, Current HP: 703, A Avg: 8742509, D Avg: 123401, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 481: HP: 703, STR: 615532, VIT: 576, SPD: 7, LUK: 1, Attack: 1049521, Defense: 88144, Current HP: 703, A Avg: 8742509, D Avg: 123401, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 480: HP: 703, STR: 615532, VIT: 576, SPD: 7, LUK: 1, Attack: 1049521, Defense: 88144, Current HP: 703, A Avg: 8742509, D Avg: 123401, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 479: HP: 703, STR: 615532, VIT: 576, SPD: 7, LUK: 1, Attack: 1049521, Defense: 88144, Current HP: 703, A Avg: 8742509, D Avg: 123401, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 478: HP: 247, STR: 615331, VIT: 213, SPD: 7, LUK: 1, Attack: 1050179, Defense: 84219, Current HP: 247, A Avg: 8747991, D Avg: 117906, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 477: HP: 228, STR: 615331, VIT: 601, SPD: 7, LUK: 1, Attack: 1050179, Defense: 86271, Current HP: 228, A Avg: 8747991, D Avg: 120779, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 476: HP: 247, STR: 615331, VIT: 213, SPD: 7, LUK: 1, Attack: 1050179, Defense: 84219, Current HP: 247, A Avg: 8747991, D Avg: 117906, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 475: HP: 228, STR: 615331, VIT: 601, SPD: 7, LUK: 1, Attack: 1050179, Defense: 86271, Current HP: 228, A Avg: 8747991, D Avg: 120779, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 474: HP: 247, STR: 615331, VIT: 213, SPD: 7, LUK: 1, Attack: 1050179, Defense: 84219, Current HP: 247, A Avg: 8747991, D Avg: 117906, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 473: HP: 228, STR: 615331, VIT: 601, SPD: 7, LUK: 1, Attack: 1050179, Defense: 86271, Current HP: 228, A Avg: 8747991, D Avg: 120779, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 472: HP: 247, STR: 615331, VIT: 213, SPD: 7, LUK: 1, Attack: 1050179, Defense: 84219, Current HP: 247, A Avg: 8747991, D Avg: 117906, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 471: HP: 228, STR: 615331, VIT: 601, SPD: 7, LUK: 1, Attack: 1050179, Defense: 86271, Current HP: 228, A Avg: 8747991, D Avg: 120779, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 470: HP: 247, STR: 615331, VIT: 213, SPD: 7, LUK: 1, Attack: 1050179, Defense: 84219, Current HP: 247, A Avg: 8747991, D Avg: 117906, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 469: HP: 228, STR: 615331, VIT: 601, SPD: 7, LUK: 1, Attack: 1050179, Defense: 86271, Current HP: 228, A Avg: 8747991, D Avg: 120779, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 468: HP: 281, STR: 615398, VIT: 213, SPD: 7, LUK: 1, Attack: 1050279, Defense: 84713, Current HP: 281, A Avg: 8748824, D Avg: 118598, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 467: HP: 281, STR: 615398, VIT: 213, SPD: 7, LUK: 1, Attack: 1050279, Defense: 84713, Current HP: 281, A Avg: 8748824, D Avg: 118598, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 466: HP: 281, STR: 615398, VIT: 213, SPD: 7, LUK: 1, Attack: 1050279, Defense: 84713, Current HP: 281, A Avg: 8748824, D Avg: 118598, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 465: HP: 281, STR: 615398, VIT: 213, SPD: 7, LUK: 1, Attack: 1050279, Defense: 84713, Current HP: 281, A Avg: 8748824, D Avg: 118598, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 464: HP: 281, STR: 615398, VIT: 213, SPD: 7, LUK: 1, Attack: 1050279, Defense: 84713, Current HP: 281, A Avg: 8748824, D Avg: 118598, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 463: HP: 307, STR: 615518, VIT: 224, SPD: 7, LUK: 1, Attack: 1050459, Defense: 84230, Current HP: 307, A Avg: 8750323, D Avg: 117921, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 462: HP: 307, STR: 615518, VIT: 224, SPD: 7, LUK: 1, Attack: 1050459, Defense: 84230, Current HP: 307, A Avg: 8750323, D Avg: 117921, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 461: HP: 307, STR: 615518, VIT: 224, SPD: 7, LUK: 1, Attack: 1050459, Defense: 84230, Current HP: 307, A Avg: 8750323, D Avg: 117921, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 460: HP: 307, STR: 615518, VIT: 224, SPD: 7, LUK: 1, Attack: 1050459, Defense: 84230, Current HP: 307, A Avg: 8750323, D Avg: 117921, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 459: HP: 307, STR: 615518, VIT: 224, SPD: 7, LUK: 1, Attack: 1050459, Defense: 84230, Current HP: 307, A Avg: 8750323, D Avg: 117921, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 458: HP: 247, STR: 615532, VIT: 205, SPD: 7, LUK: 1, Attack: 1050480, Defense: 84068, Current HP: 247, A Avg: 8750498, D Avg: 117695, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 457: HP: 247, STR: 615532, VIT: 205, SPD: 7, LUK: 1, Attack: 1050480, Defense: 84068, Current HP: 247, A Avg: 8750498, D Avg: 117695, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 456: HP: 247, STR: 615532, VIT: 205, SPD: 7, LUK: 1, Attack: 1050480, Defense: 84068, Current HP: 247, A Avg: 8750498, D Avg: 117695, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 455: HP: 247, STR: 615532, VIT: 205, SPD: 7, LUK: 1, Attack: 1050480, Defense: 84068, Current HP: 247, A Avg: 8750498, D Avg: 117695, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 454: HP: 247, STR: 615532, VIT: 205, SPD: 7, LUK: 1, Attack: 1050480, Defense: 84068, Current HP: 247, A Avg: 8750498, D Avg: 117695, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 453: HP: 323, STR: 615571, VIT: 213, SPD: 7, LUK: 1, Attack: 1050539, Defense: 84102, Current HP: 323, A Avg: 8750989, D Avg: 117742, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 452: HP: 323, STR: 615571, VIT: 213, SPD: 7, LUK: 1, Attack: 1050539, Defense: 84102, Current HP: 323, A Avg: 8750989, D Avg: 117742, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 451: HP: 323, STR: 615571, VIT: 213, SPD: 7, LUK: 1, Attack: 1050539, Defense: 84102, Current HP: 323, A Avg: 8750989, D Avg: 117742, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 450: HP: 323, STR: 615571, VIT: 213, SPD: 7, LUK: 1, Attack: 1050539, Defense: 84102, Current HP: 323, A Avg: 8750989, D Avg: 117742, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 449: HP: 323, STR: 615571, VIT: 213, SPD: 7, LUK: 1, Attack: 1050539, Defense: 84102, Current HP: 323, A Avg: 8750989, D Avg: 117742, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 448: HP: 798, STR: 615811, VIT: 726, SPD: 7, LUK: 1, Attack: 1050899, Defense: 88294, Current HP: 798, A Avg: 8753988, D Avg: 123611, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 447: HP: 798, STR: 615811, VIT: 726, SPD: 7, LUK: 1, Attack: 1050899, Defense: 88294, Current HP: 798, A Avg: 8753988, D Avg: 123611, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 446: HP: 798, STR: 615811, VIT: 726, SPD: 7, LUK: 1, Attack: 1050899, Defense: 88294, Current HP: 798, A Avg: 8753988, D Avg: 123611, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 445: HP: 798, STR: 615811, VIT: 726, SPD: 7, LUK: 1, Attack: 1050899, Defense: 88294, Current HP: 798, A Avg: 8753988, D Avg: 123611, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 444: HP: 798, STR: 615811, VIT: 726, SPD: 7, LUK: 1, Attack: 1050899, Defense: 88294, Current HP: 798, A Avg: 8753988, D Avg: 123611, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 443: HP: 228, STR: 615840, VIT: 186, SPD: 7, LUK: 1, Attack: 1050942, Defense: 84374, Current HP: 228, A Avg: 8754346, D Avg: 118123, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 442: HP: 228, STR: 615840, VIT: 186, SPD: 7, LUK: 1, Attack: 1050942, Defense: 84374, Current HP: 228, A Avg: 8754346, D Avg: 118123, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 441: HP: 228, STR: 615840, VIT: 186, SPD: 7, LUK: 1, Attack: 1050942, Defense: 84374, Current HP: 228, A Avg: 8754346, D Avg: 118123, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 440: HP: 228, STR: 615840, VIT: 186, SPD: 7, LUK: 1, Attack: 1050942, Defense: 84374, Current HP: 228, A Avg: 8754346, D Avg: 118123, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 439: HP: 228, STR: 615840, VIT: 186, SPD: 7, LUK: 1, Attack: 1050942, Defense: 84374, Current HP: 228, A Avg: 8754346, D Avg: 118123, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 438: HP: 437, STR: 615427, VIT: 284, SPD: 7, LUK: 1, Attack: 1051142, Defense: 84290, Current HP: 437, A Avg: 8756012, D Avg: 118005, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 437: HP: 418, STR: 615427, VIT: 672, SPD: 7, LUK: 1, Attack: 1051142, Defense: 86342, Current HP: 418, A Avg: 8756012, D Avg: 120878, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 436: HP: 437, STR: 615427, VIT: 284, SPD: 7, LUK: 1, Attack: 1051142, Defense: 84290, Current HP: 437, A Avg: 8756012, D Avg: 118005, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 435: HP: 418, STR: 615427, VIT: 672, SPD: 7, LUK: 1, Attack: 1051142, Defense: 86342, Current HP: 418, A Avg: 8756012, D Avg: 120878, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 434: HP: 437, STR: 615427, VIT: 284, SPD: 7, LUK: 1, Attack: 1051142, Defense: 84290, Current HP: 437, A Avg: 8756012, D Avg: 118005, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 433: HP: 418, STR: 615427, VIT: 672, SPD: 7, LUK: 1, Attack: 1051142, Defense: 86342, Current HP: 418, A Avg: 8756012, D Avg: 120878, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 432: HP: 437, STR: 615427, VIT: 284, SPD: 7, LUK: 1, Attack: 1051142, Defense: 84290, Current HP: 437, A Avg: 8756012, D Avg: 118005, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 431: HP: 418, STR: 615427, VIT: 672, SPD: 7, LUK: 1, Attack: 1051142, Defense: 86342, Current HP: 418, A Avg: 8756012, D Avg: 120878, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 430: HP: 437, STR: 615427, VIT: 284, SPD: 7, LUK: 1, Attack: 1051142, Defense: 84290, Current HP: 437, A Avg: 8756012, D Avg: 118005, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 429: HP: 418, STR: 615427, VIT: 672, SPD: 7, LUK: 1, Attack: 1051142, Defense: 86342, Current HP: 418, A Avg: 8756012, D Avg: 120878, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 428: HP: 304, STR: 616003, VIT: 244, SPD: 7, LUK: 1, Attack: 1051187, Defense: 85472, Current HP: 304, A Avg: 8756387, D Avg: 119660, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 427: HP: 304, STR: 616003, VIT: 244, SPD: 7, LUK: 1, Attack: 1051187, Defense: 85472, Current HP: 304, A Avg: 8756387, D Avg: 119660, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 426: HP: 304, STR: 616003, VIT: 244, SPD: 7, LUK: 1, Attack: 1051187, Defense: 85472, Current HP: 304, A Avg: 8756387, D Avg: 119660, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 425: HP: 304, STR: 616003, VIT: 244, SPD: 7, LUK: 1, Attack: 1051187, Defense: 85472, Current HP: 304, A Avg: 8756387, D Avg: 119660, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 424: HP: 304, STR: 616003, VIT: 244, SPD: 7, LUK: 1, Attack: 1051187, Defense: 85472, Current HP: 304, A Avg: 8756387, D Avg: 119660, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 423: HP: 471, STR: 615494, VIT: 284, SPD: 7, LUK: 1, Attack: 1051242, Defense: 84784, Current HP: 471, A Avg: 8756845, D Avg: 118697, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 422: HP: 471, STR: 615494, VIT: 284, SPD: 7, LUK: 1, Attack: 1051242, Defense: 84784, Current HP: 471, A Avg: 8756845, D Avg: 118697, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 421: HP: 471, STR: 615494, VIT: 284, SPD: 7, LUK: 1, Attack: 1051242, Defense: 84784, Current HP: 471, A Avg: 8756845, D Avg: 118697, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 420: HP: 471, STR: 615494, VIT: 284, SPD: 7, LUK: 1, Attack: 1051242, Defense: 84784, Current HP: 471, A Avg: 8756845, D Avg: 118697, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 419: HP: 471, STR: 615494, VIT: 284, SPD: 7, LUK: 1, Attack: 1051242, Defense: 84784, Current HP: 471, A Avg: 8756845, D Avg: 118697, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 418: HP: 296, STR: 615225, VIT: 157, SPD: 7, LUK: 1, Attack: 1051303, Defense: 84657, Current HP: 296, A Avg: 8757353, D Avg: 118519, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 417: HP: 296, STR: 615225, VIT: 157, SPD: 7, LUK: 1, Attack: 1051303, Defense: 84657, Current HP: 296, A Avg: 8757353, D Avg: 118519, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 416: HP: 296, STR: 615225, VIT: 157, SPD: 7, LUK: 1, Attack: 1051303, Defense: 84657, Current HP: 296, A Avg: 8757353, D Avg: 118519, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 415: HP: 296, STR: 615225, VIT: 157, SPD: 7, LUK: 1, Attack: 1051303, Defense: 84657, Current HP: 296, A Avg: 8757353, D Avg: 118519, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 414: HP: 296, STR: 615225, VIT: 157, SPD: 7, LUK: 1, Attack: 1051303, Defense: 84657, Current HP: 296, A Avg: 8757353, D Avg: 118519, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 413: HP: 497, STR: 615614, VIT: 294, SPD: 7, LUK: 1, Attack: 1051422, Defense: 84300, Current HP: 497, A Avg: 8758345, D Avg: 118019, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 412: HP: 497, STR: 615614, VIT: 294, SPD: 7, LUK: 1, Attack: 1051422, Defense: 84300, Current HP: 497, A Avg: 8758345, D Avg: 118019, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 411: HP: 497, STR: 615614, VIT: 294, SPD: 7, LUK: 1, Attack: 1051422, Defense: 84300, Current HP: 497, A Avg: 8758345, D Avg: 118019, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 410: HP: 497, STR: 615614, VIT: 294, SPD: 7, LUK: 1, Attack: 1051422, Defense: 84300, Current HP: 497, A Avg: 8758345, D Avg: 118019, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 409: HP: 497, STR: 615614, VIT: 294, SPD: 7, LUK: 1, Attack: 1051422, Defense: 84300, Current HP: 497, A Avg: 8758345, D Avg: 118019, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 408: HP: 437, STR: 615628, VIT: 275, SPD: 7, LUK: 1, Attack: 1051443, Defense: 84138, Current HP: 437, A Avg: 8758520, D Avg: 117793, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 407: HP: 437, STR: 615628, VIT: 275, SPD: 7, LUK: 1, Attack: 1051443, Defense: 84138, Current HP: 437, A Avg: 8758520, D Avg: 117793, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 406: HP: 437, STR: 615628, VIT: 275, SPD: 7, LUK: 1, Attack: 1051443, Defense: 84138, Current HP: 437, A Avg: 8758520, D Avg: 117793, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 405: HP: 437, STR: 615628, VIT: 275, SPD: 7, LUK: 1, Attack: 1051443, Defense: 84138, Current HP: 437, A Avg: 8758520, D Avg: 117793, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 404: HP: 437, STR: 615628, VIT: 275, SPD: 7, LUK: 1, Attack: 1051443, Defense: 84138, Current HP: 437, A Avg: 8758520, D Avg: 117793, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 403: HP: 513, STR: 615667, VIT: 284, SPD: 7, LUK: 1, Attack: 1051502, Defense: 84173, Current HP: 513, A Avg: 8759011, D Avg: 117842, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 402: HP: 513, STR: 615667, VIT: 284, SPD: 7, LUK: 1, Attack: 1051502, Defense: 84173, Current HP: 513, A Avg: 8759011, D Avg: 117842, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 401: HP: 513, STR: 615667, VIT: 284, SPD: 7, LUK: 1, Attack: 1051502, Defense: 84173, Current HP: 513, A Avg: 8759011, D Avg: 117842, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 400: HP: 513, STR: 615667, VIT: 284, SPD: 7, LUK: 1, Attack: 1051502, Defense: 84173, Current HP: 513, A Avg: 8759011, D Avg: 117842, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 399: HP: 513, STR: 615667, VIT: 284, SPD: 7, LUK: 1, Attack: 1051502, Defense: 84173, Current HP: 513, A Avg: 8759011, D Avg: 117842, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 398: HP: 342, STR: 615523, VIT: 139, SPD: 7, LUK: 1, Attack: 1051594, Defense: 84145, Current HP: 342, A Avg: 8759778, D Avg: 117802, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 397: HP: 323, STR: 615523, VIT: 527, SPD: 7, LUK: 1, Attack: 1051594, Defense: 86197, Current HP: 323, A Avg: 8759778, D Avg: 120675, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 396: HP: 342, STR: 615523, VIT: 139, SPD: 7, LUK: 1, Attack: 1051594, Defense: 84145, Current HP: 342, A Avg: 8759778, D Avg: 117802, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 395: HP: 323, STR: 615523, VIT: 527, SPD: 7, LUK: 1, Attack: 1051594, Defense: 86197, Current HP: 323, A Avg: 8759778, D Avg: 120675, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 394: HP: 342, STR: 615523, VIT: 139, SPD: 7, LUK: 1, Attack: 1051594, Defense: 84145, Current HP: 342, A Avg: 8759778, D Avg: 117802, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 393: HP: 323, STR: 615523, VIT: 527, SPD: 7, LUK: 1, Attack: 1051594, Defense: 86197, Current HP: 323, A Avg: 8759778, D Avg: 120675, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 392: HP: 342, STR: 615523, VIT: 139, SPD: 7, LUK: 1, Attack: 1051594, Defense: 84145, Current HP: 342, A Avg: 8759778, D Avg: 117802, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 391: HP: 323, STR: 615523, VIT: 527, SPD: 7, LUK: 1, Attack: 1051594, Defense: 86197, Current HP: 323, A Avg: 8759778, D Avg: 120675, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 390: HP: 342, STR: 615523, VIT: 139, SPD: 7, LUK: 1, Attack: 1051594, Defense: 84145, Current HP: 342, A Avg: 8759778, D Avg: 117802, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 389: HP: 323, STR: 615523, VIT: 527, SPD: 7, LUK: 1, Attack: 1051594, Defense: 86197, Current HP: 323, A Avg: 8759778, D Avg: 120675, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 388: HP: 376, STR: 615590, VIT: 139, SPD: 7, LUK: 1, Attack: 1051695, Defense: 84639, Current HP: 376, A Avg: 8760619, D Avg: 118494, [Zodiac[184, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 387: HP: 376, STR: 615590, VIT: 139, SPD: 7, LUK: 1, Attack: 1051695, Defense: 84639, Current HP: 376, A Avg: 8760619, D Avg: 118494, [Zodiac[184, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 67]]
