Rank 108413: 82335 - [387, 107252, 000] - HP: 650, STR: 267, VIT: 821, SPD: 27, LUK: 1, Attack: 132651, Defense: 90599, Current HP: 650, A Avg: 1104982, D Avg: 126838, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108419: 69169 - [390, 107249, 000] - HP: 1450, STR: 218, VIT: 993, SPD: 23, LUK: 1, Attack: 127389, Defense: 90771, Current HP: 1450, A Avg: 1061150, D Avg: 127079, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 108419: 69170 - [390, 107249, 000] - HP: 1471, STR: 270, VIT: 973, SPD: 23, LUK: 1, Attack: 127467, Defense: 90751, Current HP: 1471, A Avg: 1061800, D Avg: 127051, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 108419: 69172 - [390, 107249, 000] - HP: 1122, STR: 270, VIT: 962, SPD: 23, LUK: 2, Attack: 127467, Defense: 90740, Current HP: 1122, A Avg: 1061800, D Avg: 127035, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 108419: 69173 - [390, 107249, 000] - HP: 912, STR: 207, VIT: 1004, SPD: 38, LUK: 1, Attack: 127372, Defense: 90782, Current HP: 912, A Avg: 1061008, D Avg: 127094, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 108419: 69175 - [390, 107249, 000] - HP: 900, STR: 508, VIT: 1117, SPD: 25, LUK: 1, Attack: 127824, Defense: 90895, Current HP: 900, A Avg: 1064773, D Avg: 127252, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 108419: 69176 - [390, 107249, 000] - HP: 950, STR: 440, VIT: 1062, SPD: 23, LUK: 1, Attack: 127722, Defense: 90840, Current HP: 950, A Avg: 1063924, D Avg: 127175, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 108419: 69182 - [390, 107249, 000] - HP: 950, STR: 368, VIT: 1004, SPD: 23, LUK: 1, Attack: 127614, Defense: 90782, Current HP: 950, A Avg: 1063024, D Avg: 127094, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 108419: 70359 - [390, 107249, 000] - HP: 1305, STR: 407, VIT: 993, SPD: 23, LUK: 1, Attack: 129388, Defense: 90771, Current HP: 1305, A Avg: 1077802, D Avg: 127079, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 108419: 70360 - [390, 107249, 000] - HP: 893, STR: 407, VIT: 993, SPD: 43, LUK: 1, Attack: 129388, Defense: 90771, Current HP: 893, A Avg: 1077802, D Avg: 127079, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 108419: 70361 - [390, 107249, 000] - HP: 874, STR: 407, VIT: 1004, SPD: 38, LUK: 1, Attack: 129388, Defense: 90782, Current HP: 874, A Avg: 1077802, D Avg: 127094, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 108419: 70363 - [390, 107249, 000] - HP: 874, STR: 428, VIT: 1004, SPD: 23, LUK: 2, Attack: 129420, Defense: 90782, Current HP: 874, A Avg: 1078068, D Avg: 127094, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 108419: 70364 - [390, 107249, 000] - HP: 855, STR: 727, VIT: 1004, SPD: 23, LUK: 1, Attack: 129868, Defense: 90782, Current HP: 855, A Avg: 1081800, D Avg: 127094, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 108419: 70365 - [390, 107249, 000] - HP: 1450, STR: 417, VIT: 1014, SPD: 23, LUK: 1, Attack: 129403, Defense: 90792, Current HP: 1450, A Avg: 1077926, D Avg: 127108, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 108419: 70366 - [390, 107249, 000] - HP: 1471, STR: 470, VIT: 993, SPD: 23, LUK: 1, Attack: 129483, Defense: 90771, Current HP: 1471, A Avg: 1078593, D Avg: 127079, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 108419: 70368 - [390, 107249, 000] - HP: 1122, STR: 470, VIT: 983, SPD: 23, LUK: 2, Attack: 129483, Defense: 90761, Current HP: 1122, A Avg: 1078593, D Avg: 127065, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 108419: 70369 - [390, 107249, 000] - HP: 912, STR: 407, VIT: 1025, SPD: 38, LUK: 1, Attack: 129388, Defense: 90803, Current HP: 912, A Avg: 1077802, D Avg: 127124, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 108419: 70370 - [390, 107249, 000] - HP: 855, STR: 911, VIT: 983, SPD: 23, LUK: 1, Attack: 130144, Defense: 90761, Current HP: 855, A Avg: 1084099, D Avg: 127065, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 108419: 70371 - [390, 107249, 000] - HP: 900, STR: 812, VIT: 1139, SPD: 25, LUK: 1, Attack: 129996, Defense: 90917, Current HP: 900, A Avg: 1082866, D Avg: 127283, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 108419: 70372 - [390, 107249, 000] - HP: 950, STR: 791, VIT: 1083, SPD: 23, LUK: 1, Attack: 129964, Defense: 90861, Current HP: 950, A Avg: 1082600, D Avg: 127205, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 108419: 70373 - [390, 107249, 000] - HP: 855, STR: 529, VIT: 983, SPD: 23, LUK: 2, Attack: 129571, Defense: 90761, Current HP: 855, A Avg: 1079326, D Avg: 127065, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 108419: 70378 - [390, 107249, 000] - HP: 950, STR: 663, VIT: 1025, SPD: 23, LUK: 1, Attack: 129772, Defense: 90803, Current HP: 950, A Avg: 1081000, D Avg: 127124, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 108419: 71571 - [390, 107249, 000] - HP: 898, STR: 564, VIT: 1026, SPD: 27, LUK: 1, Attack: 128411, Defense: 90804, Current HP: 898, A Avg: 1069663, D Avg: 127125, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108419: 71575 - [390, 107249, 000] - HP: 851, STR: 1102, VIT: 1139, SPD: 28, LUK: 1, Attack: 129218, Defense: 90917, Current HP: 851, A Avg: 1076385, D Avg: 127283, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 72766 - [390, 107249, 000] - HP: 566, STR: 547, VIT: 1192, SPD: 27, LUK: 1, Attack: 127804, Defense: 90970, Current HP: 566, A Avg: 1064607, D Avg: 127357, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108419: 73947 - [390, 107249, 000] - HP: 1009, STR: 331, VIT: 971, SPD: 23, LUK: 1, Attack: 128962, Defense: 90749, Current HP: 1009, A Avg: 1074253, D Avg: 127048, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 108419: 73953 - [390, 107249, 000] - HP: 1154, STR: 342, VIT: 991, SPD: 23, LUK: 1, Attack: 128979, Defense: 90769, Current HP: 1154, A Avg: 1074395, D Avg: 127076, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 108419: 73954 - [390, 107249, 000] - HP: 1145, STR: 394, VIT: 971, SPD: 23, LUK: 1, Attack: 129057, Defense: 90749, Current HP: 1145, A Avg: 1075044, D Avg: 127048, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 108419: 73957 - [390, 107249, 000] - HP: 718, STR: 379, VIT: 1002, SPD: 38, LUK: 1, Attack: 129034, Defense: 90780, Current HP: 718, A Avg: 1074853, D Avg: 127091, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 108419: 73959 - [390, 107249, 000] - HP: 696, STR: 697, VIT: 1115, SPD: 25, LUK: 1, Attack: 129511, Defense: 90893, Current HP: 696, A Avg: 1078826, D Avg: 127250, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 108419: 73960 - [390, 107249, 000] - HP: 756, STR: 551, VIT: 1060, SPD: 23, LUK: 1, Attack: 129292, Defense: 90838, Current HP: 756, A Avg: 1077002, D Avg: 127173, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 108419: 73963 - [390, 107249, 000] - HP: 982, STR: 660, VIT: 1148, SPD: 27, LUK: 1, Attack: 129456, Defense: 90926, Current HP: 982, A Avg: 1078368, D Avg: 127296, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108419: 73966 - [390, 107249, 000] - HP: 756, STR: 551, VIT: 1002, SPD: 23, LUK: 1, Attack: 129292, Defense: 90780, Current HP: 756, A Avg: 1077002, D Avg: 127091, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 108419: 75158 - [390, 107249, 000] - HP: 566, STR: 170, VIT: 1192, SPD: 27, LUK: 1, Attack: 127517, Defense: 90970, Current HP: 566, A Avg: 1062216, D Avg: 127357, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108419: 76355 - [390, 107249, 000] - HP: 1175, STR: 679, VIT: 978, SPD: 27, LUK: 1, Attack: 128404, Defense: 90756, Current HP: 1175, A Avg: 1069605, D Avg: 127058, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108419: 76359 - [390, 107249, 000] - HP: 1102, STR: 942, VIT: 1095, SPD: 28, LUK: 1, Attack: 128798, Defense: 90873, Current HP: 1102, A Avg: 1072887, D Avg: 127222, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 77547 - [390, 107249, 000] - HP: 340, STR: 1260, VIT: 1135, SPD: 25, LUK: 1, Attack: 129072, Defense: 90913, Current HP: 340, A Avg: 1075169, D Avg: 127278, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 108419: 77548 - [390, 107249, 000] - HP: 418, STR: 1663, VIT: 1079, SPD: 23, LUK: 1, Attack: 129677, Defense: 90857, Current HP: 418, A Avg: 1080209, D Avg: 127199, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 108419: 77551 - [390, 107249, 000] - HP: 608, STR: 1240, VIT: 1169, SPD: 27, LUK: 1, Attack: 129042, Defense: 90947, Current HP: 608, A Avg: 1074919, D Avg: 127325, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108419: 78731 - [390, 107249, 000] - HP: 1073, STR: 743, VIT: 1081, SPD: 23, LUK: 1, Attack: 129116, Defense: 90859, Current HP: 1073, A Avg: 1075536, D Avg: 127202, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 108419: 78732 - [390, 107249, 000] - HP: 741, STR: 743, VIT: 1081, SPD: 43, LUK: 1, Attack: 129116, Defense: 90859, Current HP: 741, A Avg: 1075536, D Avg: 127202, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 108419: 78733 - [390, 107249, 000] - HP: 722, STR: 743, VIT: 1091, SPD: 38, LUK: 1, Attack: 129116, Defense: 90869, Current HP: 722, A Avg: 1075536, D Avg: 127216, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 108419: 78735 - [390, 107249, 000] - HP: 722, STR: 764, VIT: 1091, SPD: 23, LUK: 2, Attack: 129147, Defense: 90869, Current HP: 722, A Avg: 1075794, D Avg: 127216, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 108419: 78736 - [390, 107249, 000] - HP: 703, STR: 1271, VIT: 1091, SPD: 23, LUK: 1, Attack: 129908, Defense: 90869, Current HP: 703, A Avg: 1082133, D Avg: 127216, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 108419: 78737 - [390, 107249, 000] - HP: 1218, STR: 753, VIT: 1101, SPD: 23, LUK: 1, Attack: 129131, Defense: 90879, Current HP: 1218, A Avg: 1075661, D Avg: 127230, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 108419: 78738 - [390, 107249, 000] - HP: 1215, STR: 806, VIT: 1081, SPD: 23, LUK: 1, Attack: 129210, Defense: 90859, Current HP: 1215, A Avg: 1076319, D Avg: 127202, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 108419: 78740 - [390, 107249, 000] - HP: 946, STR: 806, VIT: 1070, SPD: 23, LUK: 2, Attack: 129210, Defense: 90848, Current HP: 946, A Avg: 1076319, D Avg: 127187, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 108419: 78741 - [390, 107249, 000] - HP: 760, STR: 743, VIT: 1112, SPD: 38, LUK: 1, Attack: 129116, Defense: 90890, Current HP: 760, A Avg: 1075536, D Avg: 127245, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 108419: 78742 - [390, 107249, 000] - HP: 703, STR: 1407, VIT: 1070, SPD: 23, LUK: 1, Attack: 130112, Defense: 90848, Current HP: 703, A Avg: 1083832, D Avg: 127187, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 108419: 78744 - [390, 107249, 000] - HP: 798, STR: 1757, VIT: 1170, SPD: 23, LUK: 1, Attack: 130637, Defense: 90948, Current HP: 798, A Avg: 1088206, D Avg: 127327, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 108419: 78745 - [390, 107249, 000] - HP: 703, STR: 865, VIT: 1070, SPD: 23, LUK: 2, Attack: 129299, Defense: 90848, Current HP: 703, A Avg: 1077060, D Avg: 127187, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 108419: 78750 - [390, 107249, 000] - HP: 798, STR: 1159, VIT: 1112, SPD: 23, LUK: 1, Attack: 129740, Defense: 90890, Current HP: 798, A Avg: 1080734, D Avg: 127245, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 108419: 79945 - [390, 107249, 000] - HP: 506, STR: 188, VIT: 1051, SPD: 23, LUK: 1, Attack: 126271, Defense: 90829, Current HP: 506, A Avg: 1051837, D Avg: 127160, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 81121 - [390, 107249, 000] - HP: 332, STR: 369, VIT: 1186, SPD: 23, LUK: 1, Attack: 127810, Defense: 90964, Current HP: 332, A Avg: 1064657, D Avg: 127349, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 81122 - [390, 107249, 000] - HP: 323, STR: 669, VIT: 1186, SPD: 23, LUK: 1, Attack: 128260, Defense: 90964, Current HP: 323, A Avg: 1068405, D Avg: 127349, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 81126 - [390, 107249, 000] - HP: 323, STR: 380, VIT: 1217, SPD: 23, LUK: 1, Attack: 127827, Defense: 90995, Current HP: 323, A Avg: 1064798, D Avg: 127392, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 81131 - [390, 107249, 000] - HP: 594, STR: 369, VIT: 1217, SPD: 23, LUK: 1, Attack: 127810, Defense: 90995, Current HP: 594, A Avg: 1064657, D Avg: 127392, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 81143 - [390, 107249, 000] - HP: 589, STR: 979, VIT: 1091, SPD: 28, LUK: 1, Attack: 128725, Defense: 90869, Current HP: 589, A Avg: 1072279, D Avg: 127216, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 82327 - [390, 107249, 000] - HP: 638, STR: 81, VIT: 1011, SPD: 23, LUK: 1, Attack: 132372, Defense: 90789, Current HP: 638, A Avg: 1102658, D Avg: 127104, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 82337 - [390, 107249, 000] - HP: 528, STR: 132, VIT: 1054, SPD: 23, LUK: 1, Attack: 132448, Defense: 90832, Current HP: 528, A Avg: 1103291, D Avg: 127164, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 83533 - [390, 107249, 000] - HP: 704, STR: 100, VIT: 1008, SPD: 23, LUK: 1, Attack: 127602, Defense: 90786, Current HP: 704, A Avg: 1062924, D Avg: 127100, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 84719 - [390, 107249, 000] - HP: 1254, STR: 50, VIT: 965, SPD: 23, LUK: 1, Attack: 138355, Defense: 90743, Current HP: 1254, A Avg: 1152497, D Avg: 127040, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 84729 - [390, 107249, 000] - HP: 1144, STR: 100, VIT: 1008, SPD: 23, LUK: 1, Attack: 138430, Defense: 90786, Current HP: 1144, A Avg: 1153121, D Avg: 127100, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 85905 - [390, 107249, 000] - HP: 712, STR: 1948, VIT: 1057, SPD: 23, LUK: 1, Attack: 137785, Defense: 90835, Current HP: 712, A Avg: 1147749, D Avg: 127168, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 85906 - [390, 107249, 000] - HP: 703, STR: 1959, VIT: 1057, SPD: 23, LUK: 1, Attack: 137802, Defense: 90835, Current HP: 703, A Avg: 1147890, D Avg: 127168, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 85910 - [390, 107249, 000] - HP: 703, STR: 1959, VIT: 1088, SPD: 23, LUK: 1, Attack: 137802, Defense: 90866, Current HP: 703, A Avg: 1147890, D Avg: 127212, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 85915 - [390, 107249, 000] - HP: 1034, STR: 1948, VIT: 1088, SPD: 23, LUK: 1, Attack: 137785, Defense: 90866, Current HP: 1034, A Avg: 1147749, D Avg: 127212, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 85925 - [390, 107249, 000] - HP: 924, STR: 1999, VIT: 1131, SPD: 23, LUK: 1, Attack: 137862, Defense: 90909, Current HP: 924, A Avg: 1148390, D Avg: 127272, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 85927 - [390, 107249, 000] - HP: 969, STR: 3310, VIT: 1004, SPD: 28, LUK: 1, Attack: 139828, Defense: 90782, Current HP: 969, A Avg: 1164767, D Avg: 127094, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 87103 - [390, 107249, 000] - HP: 493, STR: 50, VIT: 1222, SPD: 23, LUK: 1, Attack: 126657, Defense: 91000, Current HP: 493, A Avg: 1055052, D Avg: 127399, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 108419: 87104 - [390, 107249, 000] - HP: 361, STR: 50, VIT: 1222, SPD: 43, LUK: 1, Attack: 126657, Defense: 91000, Current HP: 361, A Avg: 1055052, D Avg: 127399, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 108419: 87105 - [390, 107249, 000] - HP: 342, STR: 50, VIT: 1232, SPD: 38, LUK: 1, Attack: 126657, Defense: 91010, Current HP: 342, A Avg: 1055052, D Avg: 127413, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 108419: 87107 - [390, 107249, 000] - HP: 342, STR: 81, VIT: 1232, SPD: 23, LUK: 2, Attack: 126703, Defense: 91010, Current HP: 342, A Avg: 1055435, D Avg: 127413, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 108419: 87108 - [390, 107249, 000] - HP: 323, STR: 136, VIT: 1232, SPD: 23, LUK: 1, Attack: 126786, Defense: 91010, Current HP: 323, A Avg: 1056127, D Avg: 127413, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 108419: 87110 - [390, 107249, 000] - HP: 575, STR: 113, VIT: 1222, SPD: 23, LUK: 1, Attack: 126751, Defense: 91000, Current HP: 575, A Avg: 1055835, D Avg: 127399, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 108419: 87112 - [390, 107249, 000] - HP: 506, STR: 113, VIT: 1211, SPD: 23, LUK: 2, Attack: 126751, Defense: 90989, Current HP: 506, A Avg: 1055835, D Avg: 127384, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 108419: 87113 - [390, 107249, 000] - HP: 380, STR: 50, VIT: 1253, SPD: 38, LUK: 1, Attack: 126657, Defense: 91031, Current HP: 380, A Avg: 1055052, D Avg: 127443, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 108419: 87114 - [390, 107249, 000] - HP: 323, STR: 384, VIT: 1211, SPD: 23, LUK: 1, Attack: 127158, Defense: 90989, Current HP: 323, A Avg: 1059226, D Avg: 127384, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 108419: 87117 - [390, 107249, 000] - HP: 323, STR: 303, VIT: 1211, SPD: 23, LUK: 2, Attack: 127036, Defense: 90989, Current HP: 323, A Avg: 1058209, D Avg: 127384, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 108419: 88297 - [390, 107249, 000] - HP: 1928, STR: 50, VIT: 934, SPD: 23, LUK: 1, Attack: 127655, Defense: 90712, Current HP: 1928, A Avg: 1063366, D Avg: 126996, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108419: 88298 - [390, 107249, 000] - HP: 1919, STR: 78, VIT: 934, SPD: 23, LUK: 1, Attack: 127697, Defense: 90712, Current HP: 1919, A Avg: 1063716, D Avg: 126996, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108419: 88299 - [390, 107249, 000] - HP: 2929, STR: 50, VIT: 641, SPD: 23, LUK: 1, Attack: 127655, Defense: 90419, Current HP: 2929, A Avg: 1063366, D Avg: 126586, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 108419: 88302 - [390, 107249, 000] - HP: 1919, STR: 60, VIT: 965, SPD: 23, LUK: 1, Attack: 127670, Defense: 90743, Current HP: 1919, A Avg: 1063491, D Avg: 127040, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108419: 88305 - [390, 107249, 000] - HP: 3074, STR: 60, VIT: 661, SPD: 23, LUK: 1, Attack: 127670, Defense: 90439, Current HP: 3074, A Avg: 1063491, D Avg: 126614, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 108419: 88306 - [390, 107249, 000] - HP: 3263, STR: 113, VIT: 641, SPD: 23, LUK: 1, Attack: 127750, Defense: 90419, Current HP: 3263, A Avg: 1064157, D Avg: 126586, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 108419: 88315 - [390, 107249, 000] - HP: 2372, STR: 217, VIT: 787, SPD: 27, LUK: 1, Attack: 127906, Defense: 90565, Current HP: 2372, A Avg: 1065456, D Avg: 126790, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108419: 88319 - [390, 107249, 000] - HP: 2185, STR: 508, VIT: 921, SPD: 28, LUK: 1, Attack: 128342, Defense: 90699, Current HP: 2185, A Avg: 1069088, D Avg: 126978, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 90691 - [390, 107249, 000] - HP: 493, STR: 403, VIT: 1222, SPD: 23, LUK: 1, Attack: 129070, Defense: 91000, Current HP: 493, A Avg: 1075153, D Avg: 127399, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 108419: 90692 - [390, 107249, 000] - HP: 361, STR: 403, VIT: 1222, SPD: 43, LUK: 1, Attack: 129070, Defense: 91000, Current HP: 361, A Avg: 1075153, D Avg: 127399, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
